timestep,true_position,predicted_position,trajectory_error,path_error,nees,train_samples,test_id
0.0,[816.34293248 619.86348089   0.        ],[816.34293248 619.86348089   0.        ],[0. 0. 0.],[0. 0. 0.],0.0,413,0
310.0,[3408.04621064 2889.02298827  310.        ],[3533.85622171 2951.26997666  310.        ],[125.81001108  62.24698839   0.        ],[ 29.81700331 -20.02534767 -10.        ],0.0720372936640975,413,0
370.0,[3937.92698681 3387.17733091  370.        ],[4110.9091027 3448.9922985  370.       ],[172.98211589  61.81496759   0.        ],[ 77.42836638 -21.04131574 -10.        ],0.12751322655837105,413,0
439.0,[4552.96717344 3955.6531861   439.        ],[4771.2322693  4026.81078216  440.        ],[218.26509586  71.15759606   1.        ],[ 31.0531637  -93.57125573 -19.        ],0.20741256531011218,413,0
613.0,[6248.36301823 5511.64812997  613.        ],[6344.79607022 5448.51731289  610.        ],[ 96.43305199 -63.13081709  -3.        ],[ 96.43305199 -63.13081709  -3.        ],0.08394470349228055,413,0
740.0,[7221.48090024 6425.63801786  740.        ],[7517.12055079 6582.61549798  740.        ],[295.63965055 156.97748012   0.        ],[  32.07515361 -106.33471403  -30.        ],0.4622372970125695,413,0
1039.0,[9898.52912134 8856.34538047 1039.        ],[9945.73307359 9396.66962383 1040.        ],[ 47.20395225 540.32424337   1.        ],[-253.12314015  141.64934145  -39.        ],1.5450657855752983,413,0
1100.0,[10444.18015871  9333.40063236  1100.        ],[10383.21468271 10010.25658572  1100.        ],[-60.965476   676.85595335   0.        ],[-350.98311751  265.64003653  -40.        ],2.8087107107491307,413,0
1161.0,[10990.20226105  9812.14295113  1161.        ],[10807.00371216 10644.07304501  1160.        ],[-183.19854889  831.93009388   -1.        ],[-535.35007077  302.445181    -51.        ],4.921647424709163,413,0
0.0,[18864.94303977    34.62695014     0.        ],[18864.94303977    34.62695014     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,354,1
148.0,[18333.20693874  1056.82361627   148.        ],[18325.20026413  1150.33217396   150.        ],[-8.00667461 93.50855769  2.        ],[28.08253698 16.03588618 -8.        ],0.04354936852214834,354,1
509.0,[17109.99126741  3484.8159171    509.        ],[16967.16408106  4094.82552296   510.        ],[-142.82718635  610.00960586    1.        ],[116.8332546   16.54651571 -69.        ],1.6657573457562762,354,1
729.0,[16486.231054    4890.32486926   729.        ],[16132.05719361  6047.21672563   730.        ],[-3.54173860e+02  1.15689186e+03  1.00000000e+00],[ 110.38723868   81.235299   -119.        ],5.644690106668259,354,1
838.0,[16256.17077303  5561.24327292   838.        ],[15704.96915983  7024.34936568   840.        ],[-551.2016132  1463.10609276    2.        ],[  65.81636666   41.12425878 -158.        ],8.92916551497073,354,1
1090.0,[15726.8465943   7068.22204591  1090.        ],[14777.49849328  9225.79174905  1090.        ],[-949.34810102 2157.56970314    0.        ],[ -21.87743447  -43.87268023 -250.        ],20.88899624826042,354,1
1200.0,[15481.57264959  7730.57519097  1200.        ],[14407.34218346 10179.14696124  1200.        ],[-1074.23046613  2448.57177027     0.        ],[-107.92569803    4.9656507  -280.        ],25.758842513181875,354,1
1250.0,[15365.4293142   8046.32133031  1250.        ],[14215.96462563 10623.029747    1250.        ],[-1149.46468857  2576.70841669     0.        ],[-110.43599591  -41.88147769 -300.        ],26.364242818284534,354,1
1458.0,[14901.0415051  9351.6375095  1458.       ],[13364.87655278 12448.18005068  1460.        ],[-1.53616495e+03  3.09654254e+03  2.00000000e+00],[-155.66038379  -39.25861426 -358.        ],60.38984018421845,354,1
1568.0,[14640.73942913 10020.88760564  1568.        ],[12747.414328   13262.42882171  1570.        ],[-1.89332510e+03  3.24154122e+03  2.00000000e+00],[-127.33932354 -100.67017638 -398.        ],51.32644024030695,354,1
0.0,[  670.14333458 12534.82990923     0.        ],[  670.14333458 12534.82990923     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,243,2
110.0,[ 1121.35833726 11420.6758415    110.        ],[ 1099.08147806 11510.24972545   110.        ],[-22.2768592   89.57388395   0.        ],[16.73665381 -2.04930555 10.        ],0.03435580051025419,243,2
384.0,[2101.15538872 8457.69082774  384.        ],[2125.35408091 9056.13764329  380.        ],[ 24.19869218 598.44681555  -4.        ],[211.29936686 136.66851109  46.        ],1.53075094153126,243,2
420.0,[2199.67313808 8122.69877922  420.        ],[2275.03371036 8686.89051336  420.        ],[ 75.36057228 564.19173414   0.        ],[261.80354949 100.57845441  50.        ],1.512539436231056,243,2
473.0,[2381.30944055 7530.44467661  473.        ],[2461.47668757 8223.27723363  470.        ],[ 80.16724702 692.83255702  -3.        ],[305.86969446 129.37041014  57.        ],2.284602055692196,243,2
730.0,[3637.54989416 4897.22294706  730.        ],[3324.13571291 6014.6302088   730.        ],[-313.41418125 1117.40726174    0.        ],[108.29825267  58.28974406 120.        ],3.2127429309989077,243,2
840.0,[4179.67581432 3734.5892846   840.        ],[3712.65810843 5038.21472155  840.        ],[-467.01770588 1303.62543694    0.        ],[ 53.40748152  11.72334453 160.        ],0.14790908147824705,243,2
945.0,[4705.8459408  2573.39751859  945.        ],[4040.61501731 4223.83475607  940.        ],[-665.23092349 1650.43723748   -5.        ],[-408.98645999 1015.79990504   75.        ],0.7988892833304522,243,2
1017.0,[5032.75417876 1833.87300579 1017.        ],[4296.85948081 3589.19742362 1020.        ],[-735.89469795 1755.32441783    3.        ],[-735.89469795 1755.32441783    3.        ],1.1485357804883176,243,2
0.0,[11870.36836826  4497.04201664     0.        ],[11870.36836826  4497.04201664     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,89,3
76.0,[11016.91893884  4204.39709782    76.        ],[11022.14965001  4233.49834118    80.        ],[ 5.23071116 29.10124336  4.        ],[ 5.23071116 29.10124336  4.        ],0.003550343465572916,89,3
150.0,[10237.68250329  3953.56817255   150.        ],[10282.66594767  4005.78281226   150.        ],[44.98344438 52.21463971  0.        ],[-60.63716601  19.90684557  10.        ],0.019026338093964715,89,3
331.0,[8196.82517208 3284.73425031  331.        ],[8387.33994272 3430.0030182   330.        ],[190.51477064 145.26876789  -1.        ],[-19.43773405  81.42755281  19.        ],0.22395067206873048,89,3
519.0,[5988.98860468 2574.16706502  519.        ],[6380.01997118 2818.08153136  520.        ],[391.03136651 243.91446634   1.        ],[-34.3176426  114.08379743  41.        ],0.7932528065199439,89,3
701.0,[3855.36503114 1905.46274213  701.        ],[4482.73215534 2237.02856712  700.        ],[627.3671242  331.56582499  -1.        ],[  2.77021413 138.06963566  59.        ],1.8403579955105476,89,3
881.0,[1721.7414576  1236.82123501  881.        ],[2604.01601369 1651.24414868  880.        ],[882.27455608 414.42291367  -1.        ],[-57.31417143 117.82891313  89.        ],3.319683553624588,89,3
997.0,[311.69457422 735.38131953 997.        ],[1352.47210139 1256.06041256 1000.        ],[1040.77752717  520.67909303    3.        ],[1040.77752717  520.67909303    3.        ],4.688339757471081,89,3
0.0,[18111.68115207   394.67377069     0.        ],[18111.68115207   394.67377069     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,4
57.0,[17856.2029207    870.73117585    57.        ],[17856.0731136    966.43768754    60.        ],[-0.1298071  95.70651169  3.        ],[41.63000168  2.14169371 -7.        ],0.03859642920444731,500,4
199.0,[17231.14397989  1990.27992888   199.        ],[17269.74731689  2276.47980267   200.        ],[ 38.603337   286.19987379   1.        ],[125.21754891  93.40672099 -19.        ],0.36170907457844786,500,4
367.0,[16499.03279544  3360.850569     367.        ],[16513.875632    3957.94893496   370.        ],[ 14.84283656 597.09836596   3.        ],[231.60956753 113.15574266 -47.        ],1.5788923814961546,500,4
427.0,[16240.21497935  3856.30749445   427.        ],[16264.85846537  4517.62859987   430.        ],[ 24.64348602 661.32110542   3.        ],[273.66065266 101.64144052 -57.        ],1.9960920356168077,500,4
567.0,[15642.2437813   5012.64690975   567.        ],[15706.61750106  5801.69000318   570.        ],[ 64.37371976 789.04309342   3.        ],[341.32906653 145.29662727 -67.        ],2.935543140994035,500,4
739.0,[14896.2176605  6440.1710662   739.       ],[15058.77133943  7385.66292835   740.        ],[162.55367893 945.49186215   1.        ],[460.22083867 203.0853393  -79.        ],4.716855286484871,500,4
786.0,[14681.74210824  6853.9936439    786.        ],[14879.42919307  7845.61810656   790.        ],[197.68708483 991.62446266   4.        ],[523.79560285 162.40144876 -86.        ],5.404779686091987,500,4
938.0,[14025.51371001  8122.75404865   938.        ],[14351.4980332   9234.77339711   940.        ],[ 325.98432318 1112.01934847    2.        ],[642.52824059 275.25315436 -88.        ],7.746349691809792,500,4
1107.0,[13284.86803127  9603.12111514  1107.        ],[13715.2989176  10850.54241246  1110.        ],[ 430.43088633 1247.42129732    3.        ],[813.60387266 294.14624333 -97.        ],10.252554732277872,500,4
0.0,[  727.65840482 11478.22803366     0.        ],[  727.65840482 11478.22803366     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,6
334.0,[1051.41259054 8108.69824812  334.        ],[ 965.77121113 7786.86305518  330.        ],[ -85.64137941 -321.83519294   -4.        ],[-111.40190492  -16.35948361  -34.        ],0.06329413712737009,500,6
378.0,[1077.57267088 7779.90620669  378.        ],[1011.34192647 7246.12916826  380.        ],[ -66.23074441 -533.77703843    2.        ],[-111.80145975    6.95684849  -48.        ],0.10045707683763011,500,6
507.0,[1193.3449413  6331.05965333  507.        ],[1145.46770457 5795.364442    510.        ],[ -47.87723673 -535.69521133    3.        ],[-102.74529108    0.23720315  -47.        ],0.12854049014165453,500,6
748.0,[1458.09979691 3649.54778763  748.        ],[1503.79588185 3446.66811673  750.        ],[  45.69608494 -202.8796709     2.        ],[  6.51884695 -18.49809237 -18.        ],0.04383655178765848,500,6
867.0,[1621.73944837 2341.56409295  867.        ],[1725.75067882 2352.78930111  870.        ],[104.01123045  11.22520816   3.        ],[104.01123045  11.22520816   3.        ],0.18615824373189213,500,6
944.0,[1767.93904628 1396.98900914  944.        ],[1841.42704784 1718.16487628  940.        ],[ 73.48800156 321.17586715  -4.        ],[136.16980055 -11.84418251  36.        ],0.3099757964113996,500,6
984.0,[1879.81513453  974.4785186   984.        ],[1904.10884684 1385.14482663  980.        ],[ 24.29371231 410.66630802  -4.        ],[ 38.98369886 334.55575824   6.        ],0.24461269079455428,500,6
0.0,[21197.64296934   925.93332756     0.        ],[21197.64296934   925.93332756     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,346,7
283.0,[20429.72401535  2716.38475587   283.        ],[20085.89304637  3136.91184326   280.        ],[-343.83096898  420.52708738   -3.        ],[-119.60035138  -38.76797782  -63.        ],1.2389741762466775,346,7
370.0,[20265.15670146  3134.22154591   370.        ],[19759.88045377  3825.58609997   370.        ],[-505.27624769  691.36455406    0.        ],[-142.28777982  -73.75291631 -100.        ],3.0859678101397607,346,7
739.0,[19429.33285809  5288.07701899   739.        ],[18527.42489867  6768.30135522   740.        ],[-9.01907959e+02  1.48022434e+03  1.00000000e+00],[-265.47189325 -110.41579206 -199.        ],13.779710570005502,346,7
892.0,[19047.87806964  6287.36324301   892.        ],[18116.92832792  7835.34311969   890.        ],[-930.94974172 1547.97987667   -2.        ],[-280.65065001 -131.67146863 -232.        ],15.23797810835203,346,7
1101.0,[18724.3094164   7441.33123714  1101.        ],[17551.64747958  9429.57758299  1100.        ],[-1.17266194e+03  1.98824635e+03 -1.00000000e+00],[-392.37441672 -168.73350877 -291.        ],20.662104661447398,346,7
0.0,[ 853.82049438 5828.85426507    0.        ],[ 853.82049438 5828.85426507    0.        ],[0. 0. 0.],[0. 0. 0.],0.0,80,8
169.0,[1697.06563714 6094.67556476  169.        ],[2424.18330447 5684.96141763  170.        ],[ 727.11766733 -409.71414713    1.        ],[  -5.17982632 -343.47261112  -79.        ],2.5072199891833447,80,8
371.0,[2709.70193839 6430.72801932  371.        ],[4257.46943286 5535.26272016  370.        ],[ 1.54776749e+03 -8.95465299e+02 -1.00000000e+00],[-103.51423878 -761.79948928 -181.        ],10.000771424026537,80,8
549.0,[3607.86469661 6714.54587095  549.        ],[5930.1908631  5426.95579062  550.        ],[ 2.32232617e+03 -1.28759008e+03  1.00000000e+00],[  -88.90440245 -1122.09908652  -259.        ],19.972136493035528,80,8
737.0,[4555.19356326 7010.91561816  737.        ],[7680.86400657 5333.58774346  740.        ],[ 3.12567044e+03 -1.67732787e+03  3.00000000e+00],[ -111.94498846 -1489.30844983  -347.        ],32.141788437342996,80,8
918.0,[5451.50099663 7292.248389    918.        ],[9346.13521538 5229.10693783  920.        ],[ 3.89463422e+03 -2.06314145e+03  2.00000000e+00],[  -78.5357647  -1833.82511256  -428.        ],45.33173028004364,80,8
1107.0,[6399.20092825 7589.06024631 1107.        ],[11102.1332932   5116.91932089  1110.        ],[ 4.70293236e+03 -2.47214093e+03  3.00000000e+00],[  -98.54592188 -2181.3290607   -517.        ],60.30676653183601,80,8
1238.0,[7054.13059908 7804.36109956 1238.        ],[12306.56849633  5025.1227094   1240.        ],[ 5.25243790e+03 -2.77923839e+03  2.00000000e+00],[ -107.94821054 -2429.82487781  -578.        ],71.0625135535833,80,8
1279.0,[7264.89550165 7873.34236219 1279.        ],[12678.59054729  4996.03185612  1280.        ],[ 5.41369505e+03 -2.87731051e+03  1.00000000e+00],[ -134.93882652 -2508.49024157  -599.        ],74.36924797936267,80,8
1605.0,[8976.4326726  8428.56135532 1605.        ],[15646.09213893  4766.14888693  1600.        ],[ 6.66965947e+03 -3.66241247e+03 -5.00000000e+00],[ -187.00289948 -3165.65655052  -745.        ],101.65898420556704,80,8
0.0,[10432.12054721  7189.10217667     0.        ],[10432.12054721  7189.10217667     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,26,9
50.0,[10058.6436556   6940.09988927    50.        ],[10086.31015849  6956.48043242    50.        ],[27.6665029  16.38054315  0.        ],[27.6665029  16.38054315  0.        ],0.004120848950465335,26,9
411.0,[7333.72805346 5071.81448347  411.        ],[7605.82510479 5283.01425667  410.        ],[272.09705133 211.1997732   -1.        ],[-2.11055969 26.13901976 39.        ],0.46151469721072635,26,9
729.0,[4992.12256462 3460.8383454   729.        ],[5409.03096343 3801.26764149  730.        ],[416.9083988  340.42929608   1.        ],[ 2.61823523 60.79357119 61.        ],1.096779892082397,26,9
1002.0,[2794.49028388 1944.31898472 1002.        ],[3548.81291219 2547.04239469 1000.        ],[754.32262831 602.72340997  -2.        ],[685.61691257 556.54528923   8.        ],3.4747800820198695,26,9
0.0,[  607.98995222 12955.29495983     0.        ],[  607.98995222 12955.29495983     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,356,10
119.0,[ 1090.37441232 11785.07613501   119.        ],[  997.19944737 11826.91479785   120.        ],[-93.17496495  41.83866285   1.        ],[-66.79062892 -41.41684866  11.        ],0.06834360871419419,356,10
375.0,[2055.14333253 9111.01244039  375.        ],[1647.21923893 9824.6912806   370.        ],[-407.9240936  713.6788402   -5.       ],[-154.48945228  -13.49696756   75.        ],3.120483797475517,356,10
480.0,[2351.99530798 8193.70575225  480.        ],[1993.613005   8822.84674027  480.        ],[-358.38230298  629.14098801    0.        ],[-147.39466065   -4.43092698   70.        ],2.3647364507919564,356,10
650.0,[3038.4655012 6437.9528445  650.       ],[2501.50754206 7290.54568996  650.        ],[-536.95795915  852.59284546    0.        ],[-223.87908595  -44.04268314  100.        ],4.9789152339405,356,10
730.0,[3372.42397358 5644.58144609  730.        ],[2748.83068828 6576.01665477  730.        ],[-623.5932853   931.43520868    0.        ],[-242.26444528  -84.26032865  110.        ],5.946156473678374,356,10
849.0,[3854.80843369 4433.81657817  849.        ],[3166.21109023 5468.17799724  850.        ],[-6.88597343e+02  1.03436142e+03  1.00000000e+00],[-262.68374008  -53.30381278  121.        ],6.768243807933991,356,10
1005.0,[4559.64634289 2722.39679851 1005.        ],[3698.00965485 4107.02043086 1000.        ],[-861.63668804 1384.62363235   -5.        ],[-535.40194152  519.71624088   85.        ],11.638333452283579,356,10
1090.0,[4856.68385083 2054.6372366  1090.        ],[4024.24440137 3242.11303939 1090.        ],[-832.43944945 1187.47580278    0.        ],[-832.43944945 1187.47580278    0.        ],8.694160531530235,356,10
0.0,[11687.98993584 12345.46254263     0.        ],[11687.98993584 12345.46254263     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,168,11
311.0,[9768.09978462 9142.68976676  311.        ],[ 9872.79791699 10077.55288728   310.        ],[104.69813236 934.86312052  -1.        ],[-364.05879348  346.30957866   79.        ],3.3717696547534355,168,11
470.0,[8674.01472261 7571.41924184  470.        ],[8930.42297673 8890.45929455  470.        ],[ 256.40825412 1319.04005271    0.        ],[-510.11140715  344.29388121  130.        ],6.559358509710113,168,11
680.0,[7154.13260831 5566.2557601   680.        ],[7700.84002853 7330.35308597  680.        ],[ 546.70742022 1764.09732587    0.        ],[-509.64057913  456.42197959  180.        ],12.235637177964099,168,11
721.0,[6854.12658063 5175.46338437  721.        ],[7469.23271966 7040.64098674  720.        ],[ 6.15106139e+02  1.86517760e+03 -1.00000000e+00],[-569.15287851  405.92355761  199.        ],13.774158989784004,168,11
829.0,[6061.53180618 4137.1761742   829.        ],[6823.67107282 6242.52805927  830.        ],[7.62139267e+02 2.10535189e+03 1.00000000e+00],[-546.13935836  494.34727164  221.        ],17.45614037898184,168,11
1054.0,[4741.09711289 2408.68654303 1054.        ],[5515.39244782 4631.52344583 1050.        ],[ 774.29533493 2222.8369028    -4.        ],[-105.35204278 1138.39748408  146.        ],18.844678410697977,168,11
1199.0,[4211.77293416 1700.62689415 1199.        ],[4635.74507011 3547.08402712 1200.        ],[4.23972136e+02 1.84645713e+03 1.00000000e+00],[4.23972136e+02 1.84645713e+03 1.00000000e+00],12.143400014981522,168,11
0.0,[16976.96447591   665.17333329     0.        ],[16976.96447591   665.17333329     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,326,12
271.0,[16628.9055347   1808.59827522   271.        ],[15620.80108599  2427.84226658   270.        ],[-1.00810445e+03  6.19243991e+02 -1.00000000e+00],[-374.574807   -231.64111576 -131.        ],31.781752807621196,326,12
322.0,[16565.45342495  2030.78980737   322.        ],[15355.37548086  2719.73782618   320.        ],[-1210.07794409   688.94801881    -2.        ],[-398.24027133 -336.35998852 -162.        ],16.33479969358817,326,12
643.0,[16179.54585686  3451.81017234   643.        ],[13646.84712112  4608.10252857   640.        ],[-2532.69873574  1156.29235623    -3.        ],[-824.17037601 -732.07234616 -323.        ],106.84089623120008,326,12
681.0,[16136.31678794  3622.25141855   681.        ],[13433.9168692   4841.56355842   680.        ],[-2.70239992e+03  1.21931214e+03 -1.00000000e+00],[-888.21852185 -778.72220234 -341.        ],57.44272302943126,326,12
1012.0,[15716.82784013  4990.10665295  1012.        ],[11676.19058006  6761.43559168  1010.        ],[-4.04063726e+03  1.77132894e+03 -2.00000000e+00],[-1325.86972249 -1199.8935876   -512.        ],128.77758951071507,326,12
1053.0,[15655.78765268  5152.64571448  1053.        ],[11463.5796143   6995.05259823  1050.        ],[-4.19220804e+03  1.84240688e+03 -3.00000000e+00],[-1371.13073351 -1245.58379482  -533.        ],128.57577759424896,326,12
1373.0,[15127.02007141  6383.71756689  1373.        ],[9715.40087678 8751.37245841 1370.        ],[-5.41161919e+03  2.36765489e+03 -3.00000000e+00],[-1693.10320221 -1542.15400847  -693.        ],54.89097022136967,326,12
1569.0,[14744.45208805  7176.54694113  1569.        ],[8652.33664185 9919.37423296 1570.        ],[-6.09211545e+03  2.74282729e+03  1.00000000e+00],[-1895.19617016 -1692.43179543  -779.        ],64.13647613935244,326,12
19.0,[15726.28999685  1070.63160484    19.        ],[15631.36007819  1269.71552938    20.        ],[-94.92991866 199.08392455   1.        ],[  0.   0. -19.],0.5782398923320912,219,14
388.0,[14890.46615348  3224.48707791   388.        ],[14280.53782067  4626.98724867   390.        ],[-609.9283328  1402.50017076    2.        ],[ -98.28336418  -28.37973006 -158.        ],16.020605391672273,219,14
541.0,[14509.01136503  4223.77330194   541.        ],[13845.48530754  5811.6689375    540.        ],[-6.63526057e+02  1.58789564e+03 -1.00000000e+00],[ -79.62256732  -15.29176241 -201.        ],7.847029677347224,219,14
750.0,[14185.44271179  5377.74129607   750.        ],[13248.5548028   7286.52781226   750.        ],[-936.88790898 1908.78651619    0.        ],[-166.83401422  -23.95051468 -270.        ],2.8910815103335,219,14
1119.0,[13765.58269901  7683.31386977  1119.        ],[11761.89916721 10116.53479033  1120.        ],[-2.00368353e+03  2.43322092e+03  1.00000000e+00],[-577.70567393 -252.571532   -349.        ],5.6741024853771,219,14
0.0,[2354.03616531  236.50351072    0.        ],[2354.03616531  236.50351072    0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,15
86.0,[2268.87675485  969.46359404   86.        ],[2316.58717821 1141.59705767   90.        ],[ 47.71042335 172.13346362   4.        ],[ 53.03425703 -24.02912206 -16.        ],0.18258799792401634,500,15
158.0,[2203.56932025 1657.77931983  158.        ],[2299.79627968 1826.77545047  160.        ],[ 96.22695943 168.99613064   2.        ],[101.4885989  -28.09270879 -18.        ],0.2273421411647892,500,15
448.0,[1977.40522146 4507.4542415   448.        ],[2153.73889091 4878.21873016  450.        ],[176.33366945 370.76448866   2.        ],[195.44452552  62.6663763  -28.        ],0.5867383476958852,500,15
519.0,[1915.06630661 5147.60710442  519.        ],[2106.36216625 5590.67722522  520.        ],[191.29585963 443.07012081   1.        ],[218.76285897  36.14144087 -39.        ],0.8240305344532078,500,15
588.0,[1867.01339309 5814.16317355  588.        ],[2055.73862579 6312.93405197  590.        ],[188.7252327  498.77087842   2.        ],[225.2504318  -19.12831888 -48.        ],1.0344812039476834,500,15
809.0,[1686.675818   7779.48699194  809.        ],[1823.47501979 8587.64806911  810.        ],[136.79920179 808.16107717   1.        ],[ 2.38023201e+02 -2.12616987e-01 -7.90000000e+01],2.481725487463007,500,15
890.0,[1641.40589175 8490.21545315  890.        ],[1707.23717701 9392.7608492   890.        ],[ 65.83128526 902.54539605   0.        ],[195.47511783  -2.25634536 -90.        ],2.9400139328178825,500,15
0.0,[10981.29670179 11573.7733298      0.        ],[10981.29670179 11573.7733298      0.        ],[0. 0. 0.],[0. 0. 0.],0.0,112,16
178.0,[9728.21030042 9661.71472431  178.        ],[10231.59104126 10703.78154837   180.        ],[ 503.38074084 1042.06682406    2.        ],[-223.83747525  183.02301643  182.        ],5.206062531544034,112,16
368.0,[8332.82048333 7673.22070424  368.        ],[9464.16227887 9796.81678955  370.        ],[1.13134180e+03 2.12359609e+03 2.00000000e+00],[-370.25457661  315.48746701  372.        ],21.557672758909977,112,16
519.0,[6663.58471889 5920.61126646  519.        ],[8857.67166693 9069.90529551  520.        ],[2.19408695e+03 3.14929403e+03 1.00000000e+00],[-256.52558349  233.52732212  611.        ],52.98271553051262,112,16
551.0,[6773.23441732 6006.22556533  551.        ],[8735.2846608  8922.29802841  550.        ],[ 1.96205024e+03  2.91607246e+03 -1.00000000e+00],[-366.17528192  147.91302326  579.        ],44.12651419164547,112,16
729.0,[4975.23910852 4567.87623436  729.        ],[8003.02640393 8037.4585361   730.        ],[3.0277873e+03 3.4695823e+03 1.0000000e+00],[870.5985598  942.64986222 541.        ],74.57575432158472,112,16
820.0,[4093.95980641 3853.35846761  820.        ],[7640.74952201 7602.22420523  820.        ],[3546.78971561 3748.86573762    0.        ],[1751.87786191 1657.16762898  450.        ],93.78236886181251,112,16
1120.0,[ 720.79370289 1083.21100208 1120.        ],[6446.95676462 6200.16495987 1120.        ],[5726.16306173 5116.95395779    0.        ],[5125.04396543 4427.31509451  150.        ],204.58100748209725,112,16
1269.0,[-149.35365015  322.34244625 1269.        ],[5845.83766832 5510.52609659 1270.        ],[5.99519132e+03 5.18818365e+03 1.00000000e+00],[5.99519132e+03 5.18818365e+03 1.00000000e+00],212.3458422764222,112,16
15.0,[1.78617689e+04 1.15622998e+03 1.50000000e+01],[1.78257556e+04 1.25849044e+03 1.00000000e+01],[-36.013338  102.2604597  -5.       ],[  0.   0. -15.],0.04716976337052825,477,17
51.0,[17805.3670199   1372.96570825    51.        ],[17687.1619765   1651.13774694    50.        ],[-118.2050434   278.17203869   -1.        ],[-14.90635492 -12.96046696 -31.        ],0.3970068368919108,477,17
360.0,[17126.13259358  4201.99290435   360.        ],[16631.48738513  4648.97398488   360.        ],[-494.64520845  446.98108053    0.        ],[-309.22999003 -118.91323389  -60.        ],1.5134973744250664,477,17
410.0,[17056.00131438  4659.05331766   410.        ],[16443.29921055  5322.72697573   410.        ],[-612.70210382  663.67365807    0.        ],[-391.26075276 -109.85278881  -60.        ],2.2386118840657567,477,17
617.0,[16809.61417475  6808.54989469   617.        ],[15730.55567824  7620.49011489   620.        ],[-1079.05849651   811.94022019     3.        ],[-740.91323134 -256.27212745  -97.        ],4.9867217136833,477,17
729.0,[16725.38242672  7833.38289745   729.        ],[15178.70207893  8650.82997028   730.        ],[-1.54668035e+03  8.17447073e+02  1.00000000e+00],[-955.74028722 -328.38849776 -119.        ],7.891955063037768,477,17
770.0,[16697.73808651  8251.80126894   770.        ],[14918.01525372  8953.02868262   770.        ],[-1779.72283278   701.22741367     0.        ],[-1047.17443486  -408.12990655  -130.        ],8.349795155667104,477,17
1090.0,[16439.1058029  11510.95603062  1090.        ],[12335.11555258 10809.44321225  1090.        ],[-4103.99025032  -701.51281838     0.        ],[-2100.38328071 -1954.57026066  -240.        ],17.35341494319444,477,17
1225.0,[16346.71062554 13028.36233418  1225.        ],[10684.18469828 10807.78800547  1220.        ],[-5.66252593e+03 -2.22057433e+03 -5.00000000e+00],[-2605.90377136 -2849.59358605  -295.        ],27.191406832138355,477,17
0.0,[  837.8647007  11736.25399707     0.        ],[  837.8647007  11736.25399707     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,265,18
40.0,[  952.52377622 11468.78357558    40.        ],[  940.80787238 11417.94866593    40.        ],[-11.71590384 -50.83490964   0.        ],[-37.25675208  28.48396656 -10.        ],0.01091122813580352,265,18
189.0,[ 1388.15405019 10435.77344349   189.        ],[ 1312.7732041  10245.54434993   190.        ],[ -75.38084609 -190.22909356    1.        ],[-124.13440848  -35.38262687  -19.        ],0.17740752906571122,265,18
370.0,[1885.93770652 9153.0771244   370.        ],[1745.27677585 8875.36773943  370.        ],[-140.66093067 -277.70938497    0.        ],[-212.86627884  -50.87423865  -30.        ],0.45136844397901044,265,18
408.0,[1995.21633999 8868.57548137  408.        ],[1842.66846995 8570.88671215  410.        ],[-152.54787004 -297.68876922    2.        ],[-225.70457672  -69.18685687  -28.        ],0.5288433362804419,265,18
559.0,[2405.79972853 7777.0469243   559.        ],[2215.36529347 7430.75085995  560.        ],[-190.43443506 -346.29606436    1.        ],[-266.02996071 -118.17399977  -29.        ],0.7887341470358205,265,18
735.0,[2871.48626501 6490.65330845  735.        ],[2643.69520366 6174.00652555  730.        ],[-227.79106135 -316.6467829    -5.        ],[-304.41557637  -96.91103879  -35.        ],0.8653732419462024,265,18
772.0,[2973.90019654 6217.95101758  772.        ],[2747.06416236 5880.90769239  770.        ],[-226.83603418 -337.04332519   -2.        ],[-304.47033854 -117.2863632   -32.        ],0.9437940425885509,265,18
1099.0,[3852.2109789  3801.25460229 1099.        ],[3681.31855706 3373.98139435 1100.        ],[-170.89242185 -427.27320793    1.        ],[-289.53420327 -117.678473    -39.        ],1.1649134467179145,265,18
0.0,[20458.29601799   559.13098294     0.        ],[20458.29601799   559.13098294     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,19
57.0,[20434.17679498   650.93280291    57.        ],[20219.99544009  1179.54757508    60.        ],[-214.18135489  528.61477217    3.        ],[-18.82419951  18.35419522 -47.        ],1.4747188412247634,500,19
116.0,[20296.88275634  1189.24911028   116.        ],[20009.2031027   1733.32304379   120.        ],[-287.67965364  544.07393351    4.        ],[-76.88731624  -9.7015352  -56.        ],1.8461151300829188,500,19
