timestep,true_position,predicted_position,trajectory_error,path_error,nees,train_samples,test_id
798.0,[3134.38579577 2203.03859706  798.        ],[2994.81835765 3030.19269618  800.        ],[-139.56743812  827.15409912    2.        ],[175.77618157 105.53869433  82.        ],1.7014663171654463,54,78
986.0,[3898.96516503  217.81130044  986.        ],[3810.71881601 1182.79835004  990.        ],[-88.24634902 964.98704959   4.        ],[-88.24634902 964.98704959   4.        ],2.493173648292292,54,78
0.0,[  702.24045442 10891.57661782     0.        ],[  702.24045442 10891.57661782     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,35,80
328.0,[1929.7233729  8563.03781608  328.        ],[1513.38322981 9042.80130069  330.        ],[-416.34014309  479.7634846     2.        ],[-171.64998994  -79.58861972  102.        ],1.5221743358972981,35,80
369.0,[2082.60214026 8256.8287527   369.        ],[1611.21781699 8819.16334192  370.        ],[-471.38432327  562.33458922    1.        ],[-177.97860917 -108.60921021  121.        ],2.0135820776710536,35,80
494.0,[2593.18753803 7196.6868373   494.        ],[1904.62353109 8148.21954249  490.        ],[-688.56400694  951.53270518   -4.        ],[-224.56671444 -109.5897047   186.        ],4.998166516529127,35,80
688.0,[3245.14868911 5788.00334847  688.        ],[2393.05014488 7031.30475864  690.        ],[-852.09854423 1243.30141017    2.        ],[-264.54574085  -93.41068019  242.        ],7.900169896474591,35,80
729.0,[3394.50233926 5476.06755984  729.        ],[2490.7900544  6808.21453182  730.        ],[-9.03712285e+02  1.33214697e+03  1.00000000e+00],[-266.23028889 -115.80378441  261.        ],8.938413232220869,35,80
1059.0,[4543.8760817  2886.31732618 1059.        ],[3300.79994843 4970.45886404 1060.        ],[-1.24307613e+03  2.08414154e+03  1.00000000e+00],[-354.49172377   91.61222788  361.        ],18.793324030981342,35,80
1100.0,[4676.90287319 2572.42161232 1100.        ],[3399.55565545 4747.73701268 1100.        ],[-1277.34721774  2175.31540035     0.        ],[-487.51851527  405.50794174  320.        ],20.122269282685327,35,80
1134.0,[4845.36636926 2190.92337735 1134.        ],[3473.71507152 4580.69170891 1130.        ],[-1371.65129774  2389.76833156    -4.        ],[-655.98201133  787.00617672  286.        ],23.81952747790791,35,80
1419.0,[5736.84995803   52.57426655 1419.        ],[4189.38435793 2977.92955406 1420.        ],[-1.54746560e+03  2.92535529e+03  1.00000000e+00],[-1.54746560e+03  2.92535529e+03  1.00000000e+00],32.29505642541165,35,80
0.0,[ 637.48961728 1991.87026723    0.        ],[ 637.48961728 1991.87026723    0.        ],[0. 0. 0.],[0. 0. 0.],0.0,27,81
49.0,[ 805.39651589 2043.2834463    49.        ],[ 945.35678454 1952.72872876   50.        ],[139.96026866 -90.55471755   1.        ],[ 16.87977486 -74.95284054 -19.        ],0.0944327130114584,27,81
168.0,[1241.95445228 2189.16513884  168.        ],[1682.59111028 1860.54818148  170.        ],[ 440.636658   -328.61695736    2.        ],[ -50.65475632 -267.42445261  -78.        ],0.8080418493970012,27,81
360.0,[1842.52310511 2389.39158498  360.        ],[2850.09616814 1718.74608181  360.        ],[1007.57306302 -670.64550317    0.        ],[ -37.20271744 -544.00317328 -170.        ],2.898861807846109,27,81
680.0,[2961.28398759 2754.32817657  680.        ],[4833.41645703 1496.42948945  680.        ],[ 1872.13246944 -1257.89868712     0.        ],[ -111.18781945 -1035.58209477  -320.        ],7.552784904110051,27,81
721.0,[3110.26657277 2807.41902212  721.        ],[5079.46183063 1469.69175808  720.        ],[ 1.96919526e+03 -1.33772726e+03 -1.00000000e+00],[ -136.13576383 -1103.13603435  -341.        ],8.20800282675726,27,81
779.0,[3365.37373917 2898.97030811  779.        ],[5448.15966669 1429.77566117  780.        ],[ 2.08278593e+03 -1.46919465e+03  1.00000000e+00],[ -143.35653848 -1223.44772482  -359.        ],9.18542652241128,27,81
1091.0,[4491.55592102 3253.06330756 1091.        ],[7367.69910305 1222.61702932 1090.        ],[ 2.87614318e+03 -2.03044628e+03 -1.00000000e+00],[ -213.59089001 -1696.01073988  -501.        ],14.428856457495689,27,81
1139.0,[4680.05692543 3312.84698071 1139.        ],[7677.46274417 1188.78630947 1140.        ],[ 2.99740582e+03 -2.12406067e+03  1.00000000e+00],[ -216.46681336 -1776.05917466  -519.        ],15.33474769261248,27,81
17.0,[ 2104.30944096 11032.92620209    17.        ],[ 2115.70227684 10822.26996898    20.        ],[  11.39283588 -210.65623311    3.        ],[  0.   0. -17.],0.18361674670035943,500,82
305.0,[2415.8184827  8373.49048325  305.        ],[2235.82488327 8109.03218844  300.        ],[-179.99359943 -264.45829481   -5.        ],[-182.54738192   43.27827596  -35.        ],0.19488879320343575,500,82
386.0,[2508.95579    7574.09672512  386.        ],[2280.38736531 7197.44591871  390.        ],[-228.56842469 -376.65080641    4.        ],[-257.07232608   23.21721484  -36.        ],0.5778971863358501,500,82
748.0,[2842.91426238 3939.68164728  748.        ],[2648.77458203 3575.83203262  750.        ],[-194.13968035 -363.84961466    2.        ],[-225.47718734  -66.21964705  -28.        ],0.5777032937065212,500,82
939.0,[2917.31278872 2133.82803277  939.        ],[2834.49583068 1809.39153845  940.        ],[ -82.81695805 -324.43649432    1.        ],[-111.02442856  -48.9105899   -29.        ],0.6577273752499403,500,82
0.0,[20506.534464     701.88428766     0.        ],[20506.534464     701.88428766     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,83
60.0,[20248.64431033  1307.01248392    60.        ],[20218.71520298  1157.53269194    60.        ],[ -29.92910735 -149.47979198    0.        ],[-78.38128083 -72.4818497   10.        ],0.11385550054205404,500,83
368.0,[18992.58938921  4279.14709133   368.        ],[18820.64467561  3473.28365372   370.        ],[-171.9447136 -805.8634376    2.       ],[-505.49653952 -172.64308239   82.        ],2.19426853122791,500,83
458.0,[18491.65168064  5477.53543704   458.        ],[18446.86640575  4187.07790849   460.        ],[  -44.78527489 -1290.45752855     2.        ],[-536.56028044 -326.75868032  122.        ],5.0765767340898025,500,83
738.0,[17580.68718098  7745.42150943   738.        ],[17294.75305565  6375.20600123   740.        ],[ -285.93412533 -1370.2155082      2.        ],[-790.33696826 -462.87603866  122.        ],5.640693573805253,500,83
808.0,[17341.35027578  8426.34600371   808.        ],[17000.10455116  6905.46623118   810.        ],[ -341.24572462 -1520.87977254     2.        ],[-897.96761115 -540.02436492  132.        ],6.998513301954063,500,83
1057.0,[16512.02006937 11138.15777185  1057.        ],[15902.93108005  8792.18130868  1060.        ],[ -609.08898931 -2345.97646317     3.        ],[ -609.08898931 -2345.97646317     3.        ],21.419928414462653,500,83
0.0,[   82.00535822 10882.85894849     0.        ],[   82.00535822 10882.85894849     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,33,84
175.0,[ 628.21299304 9777.61227788  175.        ],[ 648.71406871 9685.78835232  170.        ],[ 20.50107567 -91.82392556  -5.        ],[-14.51150141 -17.18988343 -15.        ],0.031290368248806204,33,84
223.0,[ 810.22036049 9390.71203036  223.        ],[ 826.77008975 9304.38113492  220.        ],[ 16.54972926 -86.33089544  -3.        ],[-19.46792908  -8.9428121  -13.        ],0.0262024988219185,33,84
544.0,[1951.80173857 6822.07726513  544.        ],[2025.72036958 6639.25858606  540.        ],[  73.91863101 -182.81867907   -4.        ],[ -0.36830083 -12.43561242 -24.        ],0.09843908944544077,33,84
594.0,[2129.54185888 6410.69724284  594.        ],[2210.25169999 6213.92752933  590.        ],[  80.70984111 -196.76971352   -4.        ],[  7.09038009 -26.75037254 -24.        ],0.11000777723655217,33,84
631.0,[2391.32819472 5801.81491225  631.        ],[2356.87822621 5874.41804729  630.        ],[-34.44996851  72.60313504  -1.        ],[  2.05642659 -12.0397555    9.        ],0.015291919941834237,33,84
904.0,[3329.19490466 3661.53489272  904.        ],[3314.49588328 3669.21041708  900.        ],[-14.69902138   7.67552435  -4.        ],[-14.69902138   7.67552435  -4.        ],0.0010016406602090305,33,84
0.0,[11312.84325187 10336.56950643     0.        ],[11312.84325187 10336.56950643     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,303,85
52.0,[11182.97051261 10171.05324124    52.        ],[10933.40035497  9901.56497307    50.        ],[-249.57015763 -269.48826818   -2.        ],[-23.62374916 -10.75525481 -32.        ],0.559154678259452,303,85
270.0,[9383.30541145 7936.95934004  270.        ],[9311.48478074 8096.61541996  270.        ],[-71.82063071 159.65607992   0.        ],[-147.60600065   78.77003171   10.        ],0.14516692844937532,303,85
360.0,[8771.04821209 7151.0555765   360.        ],[8627.43164149 7378.17442899  360.        ],[-143.6165706   227.11885249    0.        ],[-219.79930199  148.68598236   10.        ],0.35126733953112455,303,85
398.0,[8529.85598203 6861.53390037  398.        ],[8322.53196637 7065.97688691  400.        ],[-207.32401567  204.44298654    2.        ],[-207.32401567  204.44298654    2.        ],0.40525081423714576,303,85
640.0,[7286.78833484 5290.04971616  640.        ],[6484.5839605  5262.02922526  640.        ],[-802.20437434  -28.0204909     0.        ],[-348.87822853  407.61004877  -60.        ],2.551431617997438,303,85
688.0,[7212.57534098 5207.34960693  688.        ],[6114.38246419 4909.74862487  690.        ],[-1098.19287679  -297.60098206     2.        ],[-350.88589364  416.73180853  -98.        ],5.187178890777683,303,85
759.0,[6860.06362014 4752.51613512  759.        ],[5613.68062074 4437.92245384  760.        ],[-1.24638300e+03 -3.14593681e+02  1.00000000e+00],[-450.0337921   438.25388678 -109.        ],6.589742622207938,303,85
999.0,[6173.59342691 3842.93614006  999.        ],[4100.05527879 3023.30126225 1000.        ],[-2.07353815e+03 -8.19634878e+02  1.00000000e+00],[-559.91280617  594.98631378 -239.        ],22.70513635815028,303,85
0.0,[10058.6436556   6940.09988927     0.        ],[10058.6436556   6940.09988927     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,35,86
361.0,[7333.72805346 5071.81448347  361.        ],[7462.02981466 5252.72598483  360.        ],[128.3017612  180.91150137  -1.        ],[-14.57459411  87.25879839  19.        ],0.140370271814528,35,86
679.0,[4992.12256462 3460.8383454   679.        ],[5178.39741104 3752.77060969  680.        ],[186.27484641 291.93226429   1.        ],[-100.78376511  103.57004909   41.        ],0.2853180859955649,35,86
952.0,[2794.49028388 1944.31898472  952.        ],[3244.69925001 2485.774863    950.        ],[450.20896613 541.45587828  -2.        ],[-121.51559105  168.37467134   78.        ],0.9682135546416459,35,86
1107.0,[1721.18486015 1231.75849606 1107.        ],[2104.31443651 1741.71396177 1110.        ],[383.12957636 509.95546571   3.        ],[383.12957636 509.95546571   3.        ],0.7648521570101512,35,86
20.0,[18516.88409855   723.03779007    20.        ],[18443.75555597   906.05080676    20.        ],[-73.12854258 183.01301669   0.        ],[  0.   0. -20.],0.1617014645422658,500,87
238.0,[17399.23641099  2644.2634754    238.        ],[17531.39990331  2885.83275237   240.        ],[132.16349232 241.56927697   2.        ],[185.06011905 135.74035851  -8.        ],0.26121659498764405,500,87
378.0,[16720.18751715  3848.00606303   378.        ],[16796.39554803  4390.36498135   380.        ],[ 76.20803088 542.35891833   2.        ],[261.31972235 145.30171815 -38.        ],0.9691282320614072,500,87
567.0,[15833.3422405   5398.89678557   567.        ],[15842.79481126  6545.73959543   570.        ],[   9.45257076 1146.84280986    3.        ],[451.45492795 175.8337038  -77.        ],2.1778285124260424,500,87
739.0,[14995.84860476  6730.8868615    739.        ],[15177.42642074  8216.89097127   740.        ],[1.81577816e+02 1.48600411e+03 1.00000000e+00],[ 633.26076739  310.85065075 -119.        ],4.775645273692738,500,87
938.0,[13999.91022713  8292.0124611    938.        ],[14382.42035592 10301.21275937   940.        ],[3.82510129e+02 2.00920030e+03 2.00000000e+00],[1006.14206907  352.33749306 -158.        ],7.430895438606135,500,87
978.0,[13794.52576662  8623.2423029    978.        ],[14224.50747982 10761.16924874   980.        ],[4.29981713e+02 2.13792695e+03 2.00000000e+00],[1051.49921284  427.74694343 -158.        ],8.524192851100725,500,87
1119.0,[13094.51170201  9757.39309899  1119.        ],[13619.74633344 12144.59181549  1120.        ],[5.25234631e+02 2.38719872e+03 1.00000000e+00],[1327.47435001  429.38597012 -189.        ],10.711849154857761,500,87
1300.0,[12250.52442931 11294.11105213  1300.        ],[12513.99851103 13668.30662886  1300.        ],[ 263.47408172 2374.19557673    0.        ],[1454.96280238  656.44614316 -200.        ],25.838331986096012,500,87
0.0,[ 68.46148684 255.58071312   0.        ],[ 68.46148684 255.58071312   0.        ],[0. 0. 0.],[0. 0. 0.],0.0,21,88
119.0,[980.72471389 768.02468807 119.        ],[858.25618544 771.50463097 120.        ],[-122.46852845    3.4799429     1.        ],[-67.46593699  43.54450549  11.        ],0.0629593801751874,21,88
167.0,[1364.22035967  989.74657943  167.        ],[1111.18139192  965.29956294  170.        ],[-253.03896775  -24.44701648    3.        ],[-87.54870026 119.73482785  43.        ],0.30952410347195114,21,88
368.0,[2935.49497222 1897.62335781  368.        ],[1756.74402275 1634.01224004  370.        ],[-1178.75094946  -263.61111777     2.        ],[-347.95109273  521.24787782  212.        ],7.464838030410253,21,88
488.0,[3896.18217777 2470.44023596  488.        ],[2135.73724871 2044.88808325  490.        ],[-1760.44492906  -425.55215271     2.        ],[-397.21326673  592.56022051  222.        ],9.849412765575796,21,88
539.0,[4304.16811152 2711.46389563  539.        ],[2361.76093626 2242.80064187  540.        ],[-1.94240718e+03 -4.68663254e+02  1.00000000e+00],[-449.2481589   595.87274502  221.        ],8.851804372557948,21,88
729.0,[5875.81378904 3720.83915103  729.        ],[3642.27989791 3161.86792788  730.        ],[-2.23353389e+03 -5.58971223e+02  1.00000000e+00],[-409.18191692  671.69746146  271.        ],7.726628419720055,21,88
859.0,[6961.17882427 4427.31961329  859.        ],[4537.75508024 3771.85488141  860.        ],[-2.42342374e+03 -6.55464732e+02  1.00000000e+00],[-874.07647581  360.52301441  231.        ],10.395953318904835,21,88
900.0,[7301.63093362 4639.94713401  900.        ],[4801.97658947 3951.67543797  900.        ],[-2499.65434415  -688.27169604     0.        ],[-1214.52858515   147.89549369   190.        ],11.35539695040669,21,88
1090.0,[8894.2417819  5747.13602029 1090.        ],[6087.10234846 4787.8426277  1090.        ],[-2807.13943344  -959.29339259     0.        ],[-2807.13943344  -959.29339259     0.        ],16.36007422977227,21,88
0.0,[16696.6248916    557.38959047     0.        ],[16696.6248916    557.38959047     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,231,89
69.0,[16573.06025682   850.28693657    69.        ],[16387.28920481  1216.2638774     70.        ],[-185.77105201  365.97694083    1.        ],[-12.66954885  -4.64401709 -39.        ],0.6939398327455858,231,89
438.0,[15911.82248151  2439.31897154   438.        ],[15053.294413    4243.66724466   440.        ],[-858.52806851 1804.34827312    2.        ],[ -71.95052547  -20.08997907 -228.        ],15.714044623810384,231,89
591.0,[15637.23440422  3088.72089308   591.        ],[14563.15534175  5428.06078207   590.        ],[-1.07407906e+03  2.33933989e+03 -1.00000000e+00],[ -81.92806214  -21.31186787 -301.        ],23.499335970994544,231,89
729.0,[15405.13326591  3703.11965045   729.        ],[14108.04170425  6573.67036594   730.        ],[-1.29709156e+03  2.87055072e+03  1.00000000e+00],[-120.85116263   -5.40499687 -359.        ],31.98113318683061,231,89
799.0,[15274.33286423  4003.24266476   799.        ],[13883.26007942  7163.93617101   800.        ],[-1.39107278e+03  3.16069351e+03  1.00000000e+00],[ -89.46046134  -71.60872867 -399.        ],36.42205648952823,231,89
1098.0,[14714.02476057  5249.36850544  1098.        ],[12934.96970685  9864.33871363  1100.        ],[-1.77905505e+03  4.61497021e+03  2.00000000e+00],[ -52.95995042  -61.14327426 -538.        ],60.123805438977605,231,89
1170.0,[14593.42864554  5541.623893    1170.        ],[12706.29131868 10539.52184495  1170.        ],[-1887.13732686  4997.89795195     0.        ],[ -62.94454965  -33.00227948 -570.        ],66.66951782352302,231,89
1245.0,[14462.81377635  5823.0354175   1245.        ],[12464.89101043 11226.61986538  1240.        ],[-1.99792277e+03  5.40358445e+03 -5.00000000e+00],[ -62.7152371     9.29946804 -605.        ],74.96910752649998,231,89
1460.0,[14027.92563231  6739.99642486  1460.        ],[11526.25426451 13309.82981789  1460.        ],[-2501.67136781  6569.83339302     0.        ],[  15.61727494    1.30665262 -710.        ],108.49912924953314,231,89
0.0,[16760.07700135   988.23147613     0.        ],[16760.07700135   988.23147613     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,190,90
215.0,[16325.18885732  1905.1924835    215.        ],[15810.72752699  2152.46191764   210.        ],[-514.46133032  247.26943414   -5.        ],[-209.80916316 -135.46645463  -75.        ],1.157857074564306,190,90
283.0,[16196.61484545  2209.20198149   283.        ],[15516.28971801  2532.55087496   280.        ],[-680.32512745  323.34889346   -3.        ],[-256.68941161 -220.43189047 -103.        ],1.9564554045519007,190,90
604.0,[15689.3690324  3644.6529426   604.       ],[14245.23347583  4306.27901155   600.        ],[-1444.13555657   661.62606895    -4.        ],[-660.46906926 -456.85479338 -204.        ],7.238806262065159,190,90
653.0,[15616.26923345  3872.7145665    653.        ],[14052.40036185  4586.99361145   650.        ],[-1563.8688716    714.27904495    -3.        ],[-706.60488991 -519.48387039 -223.        ],8.198383105642032,190,90
954.0,[15169.32147791  5226.61539795   954.        ],[12877.06394879  6258.18781038   950.        ],[-2292.25752912  1031.57241244    -4.        ],[-1039.94457576  -751.67845941  -324.        ],13.858068624856415,190,90
1012.0,[15076.74076807  5495.67171825  1012.        ],[12628.99578072  6592.86080797  1010.        ],[-2.44774499e+03  1.09718909e+03 -2.00000000e+00],[-1101.27442196  -796.48068106  -342.        ],15.158333838179221,190,90
1269.0,[14708.64431852  6622.97785614  1269.        ],[11533.50769075  8053.04644819  1270.        ],[-3.17513663e+03  1.43006859e+03  1.00000000e+00],[-1388.3995061  -977.3937829  -429.       ],21.97863624219252,190,90
1314.0,[14635.17345459  6858.23882826  1314.        ],[11360.69994157  8279.74831217  1310.        ],[-3274.47351302  1421.50948391    -4.        ],[-1433.46536391 -1046.00775824  -444.        ],22.715860005933937,190,90
0.0,[ -330.61888766 10210.0842335      0.        ],[ -330.61888766 10210.0842335      0.        ],[0. 0. 0.],[0. 0. 0.],0.0,54,91
177.0,[ 228.39048861 9009.36625969  177.        ],[ 151.82421404 9180.10780479  180.        ],[-76.56627457 170.7415451    3.        ],[ 3.52749553  1.10735486 33.        ],0.13643087092402087,54,91
228.0,[ 386.83523051 8678.51506207  228.        ],[ 285.41786728 8897.33678101  230.        ],[-101.41736323  218.82171894    2.        ],[ 5.47788905 -7.35458116 42.        ],0.22519813264119315,54,91
386.0,[ 909.85130475 7531.51621066  386.        ],[ 711.29902889 7994.67101334  390.        ],[-198.55227586  463.15480268    4.        ],[13.11975566 11.49758046 84.        ],0.9552931326760573,54,91
537.0,[1261.0642982  6581.81070319  537.        ],[1107.74251402 7146.29381364  540.        ],[-153.32178418  564.48311045    3.        ],[82.07731287 56.09994475 93.        ],1.239712470876963,54,91
689.0,[1589.08573107 5699.45821761  689.        ],[1498.70538209 6299.68220627  690.        ],[-90.38034898 600.22398866   1.        ],[142.29737788  92.03915309  91.        ],1.2942017752210737,54,91
738.0,[1697.43670211 5402.58142429  738.        ],[1628.08420189 6017.37206635  740.        ],[-69.35250023 614.79064207   2.        ],[163.28917163 105.35747993  92.        ],1.330541692461414,54,91
1038.0,[2405.61419604 3586.93354979 1038.        ],[2405.47750334 4306.85868846 1040.        ],[-1.36692700e-01  7.19925139e+02  2.00000000e+00],[180.46421739 319.81132015  72.        ],1.6919001813480874,54,91
1108.0,[2543.83589711 3244.2292529  1108.        ],[2586.07841343 3906.74486994 1110.        ],[ 42.24251632 662.51561704   2.        ],[ 42.24251632 662.51561704   2.        ],1.433811524292408,54,91
0.0,[ 874.60013266 8952.88761836    0.        ],[ 874.60013266 8952.88761836    0.        ],[0. 0. 0.],[0. 0. 0.],0.0,500,92
38.0,[1209.85733244 9061.53734705   38.        ],[1221.899527   9045.84322872   40.        ],[ 12.04219456 -15.69411833   2.        ],[ 12.04219456 -15.69411833   2.        ],0.0016204175682602879,500,92
124.0,[2289.09979568 9385.40695463  124.        ],[1901.61103396 9233.4577518   120.        ],[-387.48876172 -151.94920284   -4.        ],[ 35.05603175 -34.02322921  46.        ],0.6844194800938753,500,92
398.0,[4379.67983278 9947.51241599  398.        ],[4285.95907715 9889.25308663  400.        ],[-93.72075563 -58.25932937   2.        ],[-11.38674089 -36.72861349  12.        ],0.05018639450208966,500,92
729.0,[ 7140.03213948 10669.32928395   729.        ],[ 6975.82112211 10533.62967995   730.        ],[-164.21101737 -135.699604      1.        ],[  -1.92687773 -101.46679206   21.        ],0.21776898126059632,500,92
769.0,[ 7478.44339149 10766.71956127   769.        ],[ 7299.10679346 10601.09454732   770.        ],[-179.33659803 -165.62501395    1.        ],[  60.54143587 -117.73408457   31.        ],0.29933067268601726,500,92
1010.0,[ 9514.66241059 11001.21406497  1010.        ],[ 9225.25968927 10926.28406961  1010.        ],[-289.40272132  -74.92999537    0.        ],[-289.40272132  -74.92999537    0.        ],0.3532100058978928,500,92
0.0,[9912.07299272 9324.54530243    0.        ],[9912.07299272 9324.54530243    0.        ],[0. 0. 0.],[0. 0. 0.],0.0,114,93
108.0,[9534.14332148 8741.1196842   108.        ],[9364.03807236 8771.76527502  110.        ],[-170.10524912   30.64559082    2.        ],[-120.78135986   80.41478687   -8.        ],0.12262600554950054,114,93
178.0,[8968.45477576 8294.68648099  178.        ],[9021.56362212 8425.97790494  180.        ],[ 53.10884636 131.29142394   2.        ],[-43.72299766  33.30218711  22.        ],0.08142018374297312,114,93
359.0,[8340.4273152  7786.22522271  359.        ],[8155.00066479 7543.73330283  360.        ],[-185.42665041 -242.49191988    1.        ],[  6.93576615 -45.5198736  -39.        ],0.3736252363636491,114,93
407.0,[7849.5083608  7400.24912495  407.        ],[7913.89397624 7295.86950069  410.        ],[  64.38561544 -104.37962426    3.        ],[  64.38561544 -104.37962426    3.        ],0.06781633830775285,114,93
468.0,[7804.60949952 7365.49988973  468.        ],[7623.93043525 6996.43920523  470.        ],[-180.67906427 -369.0606845     2.        ],[109.28447672 -69.63038904 -58.        ],0.6743355330801487,114,93
529.0,[7507.75752407 7124.74197897  529.        ],[7333.42396489 6695.26180954  530.        ],[-174.33355918 -429.48016943    1.        ],[ 116.17291118 -128.30277374  -59.        ],0.8608475228621799,114,93
720.0,[6581.2082957  6378.11317204  720.        ],[6425.83771952 5749.66600534  720.        ],[-155.37057618 -628.4471667     0.        ],[ 223.86628107 -233.24730386  -80.        ],1.748245851675218,114,93
838.0,[5971.17748615 5909.49355185  838.        ],[5861.42540221 5164.24153797  840.        ],[-109.75208394 -745.25201388    2.        ],[ 313.15036203 -307.11803906  -88.        ],2.435052921229626,114,93
0.0,[  569.39919541 12971.07553994     0.        ],[  569.39919541 12971.07553994     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,259,94
191.0,[ 1358.83991762 11685.35868279   191.        ],[ 1258.99271115 11390.07360063   190.        ],[ -99.84720647 -295.28508216   -1.        ],[-205.57664384  -52.2782063   -31.        ],0.42228891992467155,259,94
299.0,[ 1694.65371484 10975.3044831    299.        ],[ 1645.33232957 10485.62249456   300.        ],[ -49.32138527 -489.68198853    1.        ],[-225.56809436  -73.67248522  -49.        ],1.0283918011466777,259,94
359.0,[ 1891.68921355 10545.29432296   359.        ],[1858.69050069 9977.35367     360.        ],[ -32.99871285 -567.94065296    1.        ],[-246.35688398  -59.6718284   -59.        ],1.3678768294722725,259,94
650.0,[2931.22772507 8379.34075273  650.        ],[2847.71008868 7570.37650744  650.        ],[ -83.51763639 -808.9642453     0.        ],[-347.44917245 -155.91707691  -80.        ],2.9920564081786862,259,94
719.0,[3141.43603019 7938.20877355  719.        ],[3078.19238638 6989.88882564  720.        ],[ -63.24364381 -948.31994791    1.        ],[-392.57471192 -121.83470382  -99.        ],4.018193707381938,259,94
1022.0,[4127.9122511  5705.39750773 1022.        ],[4048.46775276 4492.73318898 1020.        ],[  -79.44449834 -1212.66431875    -2.        ],[-462.0311541  -223.95773014 -122.        ],6.687993137386811,259,94
1088.0,[4346.65505051 5197.20291997 1088.        ],[4272.98920177 3912.37182642 1090.        ],[  -73.66584873 -1284.83109355     2.        ],[-489.34223646 -210.4467556  -128.        ],7.421870352474573,259,94
1232.0,[4827.9263157  4074.87700706 1232.        ],[4725.43188359 2740.41468584 1230.        ],[ -102.49443211 -1334.46232122    -2.        ],[-522.70360721 -246.14148241 -132.        ],8.07607531215243,259,94
0.0,[854.19155935  28.42589409   0.        ],[854.19155935  28.42589409   0.        ],[0. 0. 0.],[0. 0. 0.],0.0,35,95
73.0,[998.90689739 142.54864114  73.        ],[1535.64042106  499.74512069   70.        ],[536.73352367 357.19647955  -3.        ],[ 51.84352452  24.041848   -53.        ],1.7228638577979283,35,95
222.0,[2114.14266265  842.37429117  222.        ],[2912.36488236 1411.05003481  220.        ],[798.22221971 568.67574364  -2.        ],[-15.84960245  34.35826422 -92.        ],4.167851224676245,35,95
592.0,[4934.05089693 2496.0589398   592.        ],[6674.5708332  3672.65252283  590.        ],[1740.51993627 1176.59358304   -2.        ],[ -57.02955841   94.48491373 -172.        ],16.51492509935781,35,95
813.0,[6483.98927374 3639.43753869  813.        ],[8739.4330218  5167.95771806  810.        ],[2255.44374807 1528.52017937   -3.        ],[  93.44145961  -34.83259535 -233.        ],26.283066012541706,35,95
960.0,[7536.70059167 4553.77074446  960.        ],[10338.52527039  6107.0117047    960.        ],[2801.82467872 1553.24096024    0.        ],[ 146.38071654 -113.64640161 -260.        ],33.26220498296151,35,95
1174.0,[9005.74680518 5887.41881487 1174.        ],[12492.33458033  7581.05604652  1170.        ],[3486.58777516 1693.63723165   -4.        ],[ 258.26823333 -410.85394302 -314.        ],47.96414235765233,35,95
1254.0,[9905.57935576 6705.38499212 1254.        ],[13268.5176071   8100.33451543  1250.        ],[3362.93825135 1394.94952331   -4.        ],[ 432.94591464 -598.37328742 -294.        ],40.87431911448078,35,95
1323.0,[10044.35765428  6829.23870652  1323.        ],[13928.8918551   8565.51763299  1320.        ],[ 3.88453420e+03  1.73627893e+03 -3.00000000e+00],[ 400.7404128  -655.26907478 -353.        ],55.8432282128741,35,95
1542.0,[11578.15470492  8248.68924304  1542.        ],[15832.21333971 10303.93788862  1540.        ],[ 4.25405863e+03  2.05524865e+03 -2.00000000e+00],[ 617.03787323 -870.09912598 -402.        ],66.2787166132309,35,95
0.0,[14757.43936198   735.37922622     0.        ],[14757.43936198   735.37922622     0.        ],[0. 0. 0.],[0. 0. 0.],0.0,237,97
108.0,[14541.85061481  1271.31068189   108.        ],[14314.81276923  1544.23405393   110.        ],[-227.03784558  272.92337203    2.        ],[-68.35561932 -18.23009301 -38.        ],0.4614290698346807,237,97
310.0,[14206.77894752  2107.84506945   310.        ],[13540.42588823  3003.66710325   310.        ],[-666.35305929  895.8220338     0.        ],[-165.81059289  -56.30797115 -130.        ],3.8340030817172805,237,97
361.0,[14115.49696507  2325.76088108   361.        ],[13351.52927845  3374.97161094   360.        ],[-7.63967687e+02  1.04921073e+03 -1.00000000e+00],[-190.88507873  -56.21747399 -151.        ],5.0355015012066895,237,97
661.0,[13639.79167442  3670.55755253   661.        ],[12290.98911841  5531.26804841   660.        ],[-1.34880256e+03  1.86071050e+03 -1.00000000e+00],[-362.71360201 -147.41080134 -281.        ],13.522897785047387,237,97
768.0,[13474.85329556  4202.11662296   768.        ],[11906.6629678   6325.69096418   770.        ],[-1.56819033e+03  2.12357434e+03  2.00000000e+00],[-416.70999193 -239.447848   -328.        ],16.8013599406474,237,97
1039.0,[13126.79435434  5345.54156489  1039.        ],[10957.12387513  8269.43581002  1040.        ],[-2.16967048e+03  2.92389425e+03  1.00000000e+00],[-593.56839918 -313.8548855  -449.        ],27.485360607584642,237,97
